[2025-03-17T06:23:23.956Z] [error]: HIDE::500::TypeError::(0 , import_cart2.getCartUpsert) is not a function::
[2025-03-17T07:25:56.007Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.007Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.006Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.009Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.010Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.006Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.007Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.002Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.013Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.014Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.012Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.013Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.015Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.001Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.015Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.014Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.020Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.018Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.020Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.021Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.018Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.020Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.023Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.015Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.020Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.022Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.020Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.021Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.023Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.026Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.027Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.029Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.028Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.032Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.015Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.019Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.027Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.021Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.023Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.028Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.030Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.034Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.034Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.037Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.024Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.037Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.029Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.035Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.038Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.039Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.038Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.035Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.037Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.040Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.042Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.030Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.037Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.041Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.046Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.048Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.049Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.047Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.044Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.054Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.048Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.049Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.051Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.053Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.042Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.049Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.049Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.052Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.052Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.053Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.055Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.056Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.054Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.056Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.058Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.061Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.059Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.061Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.062Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.064Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.051Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.057Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.058Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.063Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.065Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.067Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.067Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.068Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.073Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.075Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.071Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.075Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.074Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.076Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.078Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.080Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.067Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.070Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.071Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.076Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.076Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.078Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.069Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.070Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.072Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.082Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.076Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.080Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.081Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.073Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.078Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.081Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.083Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.087Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.090Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.090Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.093Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.090Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.092Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.090Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.091Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.087Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.095Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.095Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.092Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.095Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.098Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.096Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.098Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.075Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.098Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.100Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.102Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.082Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.104Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.106Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.104Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.106Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.107Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.099Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.070Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.090Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.112Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.089Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.100Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.106Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.113Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.110Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.116Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.117Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.089Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.092Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.103Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.106Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.108Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.121Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.122Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.108Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.123Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.120Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.124Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.124Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.126Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.127Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.128Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.124Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.114Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.118Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.126Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.134Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.131Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.132Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.132Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.133Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.131Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.132Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.134Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.135Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.122Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.135Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.136Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.139Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.128Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.129Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.141Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.139Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.142Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.137Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.141Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.139Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.142Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.133Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.137Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.134Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.143Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.151Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.152Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.148Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.146Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.149Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.152Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.135Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.136Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.146Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.151Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.153Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.155Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.153Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.154Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.133Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.140Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.145Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.155Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.153Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.156Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.155Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.160Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.160Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.152Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.154Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.161Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.163Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.164Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.150Z] [error]: HIDE::404::NotFound::Not found discount!::
[2025-03-17T07:25:56.157Z] [error]: HIDE::404::NotFound::Not found discount!::
